username,title,short_description,budget,category,offers,expiry_date,url,avatar_url_source,avatar_filename_for_web,full_description,requirements
Montaż Wideo,Montaż rolek,"Cześć, 

zlecę montaż rolek - tematyka edukacyjna, rolki głównie mówione. 
Trzeba dodać napisy, efekty, czasem jakieś screeny, przejścia.

Proszę o wycenę 1 rolki. 

W miesiącu do zmontowania ok. 5-10 rolek.",Do negocjacji,Video,18,Znika za 30 dni,"https://useme.com/pl/jobs/montaz-rolek,115594/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Cześć, 
zlecę montaż rolek - tematyka edukacyjna, rolki głównie mówione. 
Trzeba dodać napisy, efekty, czasem jakieś screeny, przejścia.
Proszę o wycenę 1 rolki. 
W miesiącu do zmontowania ok. 5-10 rolek.
Cześć,
zlecę montaż rolek - tematyka edukacyjna, rolki głównie mówione.
Trzeba dodać napisy, efekty, czasem jakieś screeny, przejścia.
Proszę o wycenę 1 rolki.
W miesiącu do zmontowania ok. 5-10 rolek.",
TPK,Poszukiwany Web Developer do Wsparcia Stron na WordPressie i Elementorze,"Poszukiwany Web Developer do Wsparcia Stron na WordPressie i Elementorze

Jesteśmy właścicielami kilku firm i poszukujemy web developera, który będzie wspierał nas w codziennym utrzymaniu i rozwoju naszych stron internetowych....",Do negocjacji,Strony internetowe,14,Znika za 30 dni,"https://useme.com/pl/jobs/poszukiwany-web-developer-do-wsparcia-stron-na-wordpressie-i-elementorze,115584/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Poszukiwany Web Developer do Wsparcia Stron na WordPressie i Elementorze
Jesteśmy właścicielami kilku firm i poszukujemy web developera, który będzie wspierał nas w codziennym utrzymaniu i rozwoju naszych stron internetowych. 
Wymagania:
Doświadczenie w pracy z WordPressem i Elementorem. Mile widziane zmysł estetyczny. 
Umiejętność wprowadzania poprawek na stronach (zarówno drobnych, jak i bardziej zaawansowanych)
Praca min. 4h dziennie. Idealnie cały etat. 
Dostępność codziennie od pn-pt w godzinach między 9:00 a 17:00
Zakres obowiązków:
- Wsparcie w rozwoju nowych funkcji i wyglądu stron
- Wprowadzanie i aktualizacja treści na stronach
- Naprawa błędów i optymalizacja wydajności
Jeśli jesteś osobą odpowiedzialną, z doświadczeniem i pasją do tworzenia i utrzymania stron internetowych, zapraszamy do kontaktu!
Praca może być zdalna, jednak preferujemy kogoś, kto jest dostępny na miejscu.
Mile widziana osoba z Wrocławia :)
Poszukiwany Web Developer do Wsparcia Stron na WordPressie i Elementorze
Jesteśmy właścicielami kilku firm i poszukujemy web developera, który będzie wspierał nas w codziennym utrzymaniu i rozwoju naszych stron internetowych.
Wymagania:
Doświadczenie w pracy z WordPressem i Elementorem. Mile widziane zmysł estetyczny.
Umiejętność wprowadzania poprawek na stronach (zarówno drobnych, jak i bardziej zaawansowanych)
Praca min. 4h dziennie. Idealnie cały etat.
Dostępność codziennie od pn-pt w godzinach między 9:00 a 17:00
Zakres obowiązków:
- Wsparcie w rozwoju nowych funkcji i wyglądu stron
- Wprowadzanie i aktualizacja treści na stronach
- Naprawa błędów i optymalizacja wydajności
Jeśli jesteś osobą odpowiedzialną, z doświadczeniem i pasją do tworzenia i utrzymania stron internetowych, zapraszamy do kontaktu!
Praca może być zdalna, jednak preferujemy kogoś, kto jest dostępny na miejscu.
Mile widziana osoba z Wrocławia :)",
karol@theconcept.pl,WYKONANIE strony internetowej firmy handlującej drewnem i produkującej prefabrykowane konstrukcje drewniane,"Dzień dobry!
Zlecę wykonanie strony internetowej dla firmy handlującej drewnem i produkującej konstrukcje prefabrykowane

Treść ogłoszenia:
Zlecę wykonanie nowoczesnej, responsywnej strony internetowej dla firmy zajmującej się sprzedażą drewna...",Do negocjacji,Strony internetowe,33,Znika za 30 dni,"https://useme.com/pl/jobs/wykonanie-strony-internetowej-firmy-handlujacej-drewnem-i-produkujacej-prefabryk,115591/",https://useme-prod-public.s3.amazonaws.com/avatars/086/444786.png,karol_theconcept.pl_f6ea58f4740df27ffbdbdf3f887c6bc6.png,"Dzień dobry!
Zlecę wykonanie strony internetowej dla firmy handlującej drewnem i produkującej konstrukcje prefabrykowane
Treść ogłoszenia:
Zlecę wykonanie nowoczesnej, responsywnej strony internetowej dla firmy zajmującej się sprzedażą drewna oraz produkcją prefabrykowanych konstrukcji drewnianych (więźby dachowe, elementy domów szkieletowych, altany itp.).
Zakres zlecenia:
– Projekt graficzny (dopasowany do branży drzewnej, estetyczny i przejrzysty)
– Strona główna + podstrony (o nas, oferta, realizacje, kontakt, aktualności/blog)
– Możliwość łatwej rozbudowy strony (CMS – preferowany WordPress)
– Galeria realizacji + formularz kontaktowy
– Podpięcie do Google Analytics i Google Maps
– Wersja mobilna
– Optymalizacja SEO pod kątem lokalnych wyszukiwań
– Możliwość współpracy przy dalszym rozwoju strony i sklepie online
– Pomogę z treściami i zdjęciami – oczekuję wsparcia przy ich umieszczeniu i dostosowaniu
Wymagania:
– Doświadczenie w realizacji stron dla firm budowlanych lub przemysłowych mile widziane
– Termin realizacji: do 3 tygodni od podpisania umowy
Proszę o wycenę całości projektu oraz linki do dotychczasowych realizacji.
Dziękuje i zapraszam do współpracy! ;-)
Dzień dobry!
Zlecę wykonanie strony internetowej dla firmy handlującej drewnem i produkującej konstrukcje prefabrykowane
Treść ogłoszenia:
Zlecę wykonanie nowoczesnej, responsywnej strony internetowej dla firmy zajmującej się sprzedażą drewna oraz produkcją prefabrykowanych konstrukcji drewnianych (więźby dachowe, elementy domów szkieletowych, altany itp.).
Zakres zlecenia:
– Projekt graficzny (dopasowany do branży drzewnej, estetyczny i przejrzysty)
– Strona główna + podstrony (o nas, oferta, realizacje, kontakt, aktualności/blog)
– Możliwość łatwej rozbudowy strony (CMS – preferowany WordPress)
– Galeria realizacji + formularz kontaktowy
– Podpięcie do Google Analytics i Google Maps
– Wersja mobilna
– Optymalizacja SEO pod kątem lokalnych wyszukiwań
– Możliwość współpracy przy dalszym rozwoju strony i sklepie online
– Pomogę z treściami i zdjęciami – oczekuję wsparcia przy ich umieszczeniu i dostosowaniu
Wymagania:
– Doświadczenie w realizacji stron dla firm budowlanych lub przemysłowych mile widziane
– Termin realizacji: do 3 tygodni od podpisania umowy
Proszę o wycenę całości projektu oraz linki do dotychczasowych realizacji.
Dziękuje i zapraszam do współpracy! ;-)",
Navvia.pl,Wyszukiwanie nowych artystów przez Spotify API,"Szukam osoby, która stworzy narzędzie lub skrypt (np. z użyciem Spotify API), umożliwiający automatyczne wykrywanie artystów, którzy po raz pierwszy w historii osiągnęli ponad 10 000 odtworzeń jednego utworu. Chodzi o identyfikację nowych,...",Do negocjacji,Aplikacje webowe,14,Znika za 30 dni,"https://useme.com/pl/jobs/wyszukiwanie-nowych-artystow-przez-spotify-api,115590/",https://useme-prod-public.s3.amazonaws.com/avatars/043/371843_a6CPPLo.png,Navvia.pl_b3a1c33996c48ffc81f87da4b56efcbb.png,"Szukam osoby, która stworzy narzędzie lub skrypt (np. z użyciem Spotify API), umożliwiający automatyczne wykrywanie artystów, którzy po raz pierwszy w historii osiągnęli ponad 10 000 odtworzeń jednego utworu. Chodzi o identyfikację nowych, rosnących artystów.
Szukam osoby, która stworzy narzędzie lub skrypt (np. z użyciem Spotify API), umożliwiający automatyczne wykrywanie artystów, którzy po raz pierwszy w historii osiągnęli ponad 10 000 odtworzeń jednego utworu. Chodzi o identyfikację nowych, rosnących artystów.",
fresh,Obsługa klienta - język niemiecki,"Poszukuję osoby do zlecenia polegającego na kontakcie z firmami niemieckojęzycznymi z branży reklamowej. Zadaniem będzie bieżąca komunikacja z klientami – głównie mailowo i telefonicznie – oraz koordynacja zamówień i zapytań.

Zależy mi na...",Do negocjacji,Obsługa klienta,0,Znika za 30 dni,"https://useme.com/pl/jobs/obsuga-klienta-jezyk-niemiecki,115589/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Poszukuję osoby do zlecenia polegającego na kontakcie z firmami niemieckojęzycznymi z branży reklamowej. Zadaniem będzie bieżąca komunikacja z klientami – głównie mailowo i telefonicznie – oraz koordynacja zamówień i zapytań.
Zależy mi na dobrej znajomości języka niemieckiego w mowie i piśmie oraz samodzielności w działaniu. Jeśli masz doświadczenie w obsłudze klienta i lubisz kontakt z ludźmi, ta współpraca może być dla Ciebie
Informacja od Useme:
Rozliczenie realizacji tego zlecenia będzie możliwe dla osób posiadających:
- ważną legitymację studencką lub szkolną (do 26. r.ż.);
- zatrudnienie na podstawie umowy o pracę lub zlecenia (z co najmniej minimalnym wynagrodzeniem);
- własną działalność gospodarczą.
Poszukuję osoby do zlecenia polegającego na kontakcie z firmami niemieckojęzycznymi z branży reklamowej. Zadaniem będzie bieżąca komunikacja z klientami – głównie mailowo i telefonicznie – oraz koordynacja zamówień i zapytań.
Zależy mi na dobrej znajomości języka niemieckiego w mowie i piśmie oraz samodzielności w działaniu. Jeśli masz doświadczenie w obsłudze klienta i lubisz kontakt z ludźmi, ta współpraca może być dla Ciebie
Informacja od Useme:
Rozliczenie realizacji tego zlecenia będzie możliwe dla osób posiadających:
- ważną legitymację studencką lub szkolną (do 26. r.ż.);
- zatrudnienie na podstawie umowy o pracę lub zlecenia (z co najmniej minimalnym wynagrodzeniem);
- własną działalność gospodarczą.",
Panodfoteli,Reklama na You Tube - gaming,"Zlecę stworzenie dynamicznej i angażującej reklamy wideo o długości 15 sekund na podstawie dostarczonych zdjęć. Branża: gaming.
Szukam osoby z doświadczeniem w tworzeniu krótkich form wideo, która potrafi w kreatywny sposób wykorzystać materiały...",Do negocjacji,Video,5,Znika za 30 dni,"https://useme.com/pl/jobs/reklama-na-you-tube-gaming,115588/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Zlecę stworzenie dynamicznej i angażującej reklamy wideo o długości 15 sekund na podstawie dostarczonych zdjęć. Branża: gaming.
Szukam osoby z doświadczeniem w tworzeniu krótkich form wideo, która potrafi w kreatywny sposób wykorzystać materiały wizualne, dodać chwytliwy tekst i ewentualnie podkład muzyczny, aby skutecznie dotrzeć do mojej grupy docelowej.
Zlecę stworzenie dynamicznej i angażującej reklamy wideo o długości 15 sekund na podstawie dostarczonych zdjęć. Branża: gaming.
Szukam osoby z doświadczeniem w tworzeniu krótkich form wideo, która potrafi w kreatywny sposób wykorzystać materiały wizualne, dodać chwytliwy tekst i ewentualnie podkład muzyczny, aby skutecznie dotrzeć do mojej grupy docelowej.",
s.dwo,Szukam grafika 3D do projektu komercyjnego (Microsoft Flight Simulator),"Poszukuję doświadczonego grafika 3D do współpracy przy tworzeniu wysokiej jakości modelu samolotu do symulatora lotniczego Microsoft Flight Simulator. Projekt opiera się na gotowym modelu 3D, który posłuży jako baza do szczegółowej przeróbki i...",Do negocjacji,Grafika 3D,1,Znika za 30 dni,"https://useme.com/pl/jobs/szukam-grafika-3d-do-projektu-komercyjnego-microsoft-flight-simulator,115587/",https://useme-prod-public.s3.amazonaws.com/avatars/034/482634.png,s.dwo_18fb9d3dfd077fbf11afa139e5f655c8.png,"Poszukuję doświadczonego grafika 3D do współpracy przy tworzeniu wysokiej jakości modelu samolotu do symulatora lotniczego Microsoft Flight Simulator. Projekt opiera się na gotowym modelu 3D, który posłuży jako baza do szczegółowej przeróbki i optymalizacji.
Zakres prac obejmuje: przerabianie gotowego modelu 3D (zewnętrznego i/lub wnętrza) na podstawie referencji i dokumentacji technicznej, modelowanie brakujących elementów, animacja dostarczonego kokpitu (przyciski, przełączniki, dźwignie, pokrętła itd.), optymalizacja geometrii (low-poly i high-poly) z myślą o wydajności w Microsoft Flight Simulator, tworzenie tekstur PBR (4K–8K), praca w Blenderze lub kompatybilnym oprogramowaniu oraz przygotowanie modelu do integracji z symulatorem.
Wymagania: portfolio zrealizowanych projektów 3D (mile widziane modele techniczne, CAD, game-ready lub lotnicze), umiejętność pracy z dokumentacją techniczną i zdjęciami referencyjnymi, komunikatywność, terminowość i dokładność, doświadczenie w pracy z UV mappingiem, topologią i teksturowaniem. Dodatkowym atutem będzie doświadczenie w pracy przy projektach o jakości AAA lub zbliżonej do komercyjnych dodatków klasy premium.
Oferuję: płatne zlecenie (wynagrodzenie do ustalenia, rozliczenie za etap lub projekt), umowę NDA / potwierdzenie współpracy, możliwość długofalowej współpracy przy kolejnych modelach oraz udział w ambitnym, międzynarodowym projekcie z planem komercyjnego wdrożenia.
Poszukuję doświadczonego grafika 3D do współpracy przy tworzeniu wysokiej jakości modelu samolotu do symulatora lotniczego Microsoft Flight Simulator. Projekt opiera się na gotowym modelu 3D, który posłuży jako baza do szczegółowej przeróbki i optymalizacji.
Zakres prac obejmuje: przerabianie gotowego modelu 3D (zewnętrznego i/lub wnętrza) na podstawie referencji i dokumentacji technicznej, modelowanie brakujących elementów, animacja dostarczonego kokpitu (przyciski, przełączniki, dźwignie, pokrętła itd.), optymalizacja geometrii (low-poly i high-poly) z myślą o wydajności w Microsoft Flight Simulator, tworzenie tekstur PBR (4K–8K), praca w Blenderze lub kompatybilnym oprogramowaniu oraz przygotowanie modelu do integracji z symulatorem.
Wymagania: portfolio zrealizowanych projektów 3D (mile widziane modele techniczne, CAD, game-ready lub lotnicze), umiejętność pracy z dokumentacją techniczną i zdjęciami referencyjnymi, komunikatywność, terminowość i dokładność, doświadczenie w pracy z UV mappingiem, topologią i teksturowaniem. Dodatkowym atutem będzie doświadczenie w pracy przy projektach o jakości AAA lub zbliżonej do komercyjnych dodatków klasy premium.
Oferuję: płatne zlecenie (wynagrodzenie do ustalenia, rozliczenie za etap lub projekt), umowę NDA / potwierdzenie współpracy, możliwość długofalowej współpracy przy kolejnych modelach oraz udział w ambitnym, międzynarodowym projekcie z planem komercyjnego wdrożenia.",
Evermore Sp. z o.o.,Poprawa projektu graficznego,"Zlecę POPRAWĘ  projektu graficznego PLAKATU. 
Wszystko jest gotowe - potrzebuję ""uładnić"" projekt.",Do negocjacji,Grafika 2D,25,Znika za 30 dni,"https://useme.com/pl/jobs/poprawa-projektu-graficznego,115586/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Zlecę POPRAWĘ  projektu graficznego PLAKATU. 
Wszystko jest gotowe - potrzebuję ""uładnić"" projekt.
Zlecę POPRAWĘ  projektu graficznego PLAKATU.
Wszystko jest gotowe - potrzebuję ""uładnić"" projekt.",
Polygon Studio,Utworzenie grafik wektorowych Flat Design,"Szukam freelancera, który BEZ UŻYCIA AI zaprojektuje mi 3-5 grafik w stylu flat design, obowiązkowo wektorowych (najlepiej Illustrator).

Grafika to głównie ptaszek, wróbelek w określonych kolorach z teksturą w różnych pozach oraz jedna grafika...",Do negocjacji,Grafika 2D,14,Znika za 30 dni,"https://useme.com/pl/jobs/utworzenie-grafik-wektorowych-flat-design,115585/",https://useme-prod-public.s3.amazonaws.com/avatars/031/347131_pSabfC3.png,Polygon_Studio_c07bb382e179334442a933156fdc9364.png,"Szukam freelancera, który BEZ UŻYCIA AI zaprojektuje mi 3-5 grafik w stylu flat design, obowiązkowo wektorowych (najlepiej Illustrator).
Grafika to głównie ptaszek, wróbelek w określonych kolorach z teksturą w różnych pozach oraz jedna grafika kobiety o określonych cechach wyglądu z tym wróbelkiem na ramieniu - taki jest wstępny zamysł. 
Proszę o finalną ofertę wykonania trzech takich prac, w opisie można podać kwotę za jedną grafikę oraz za pięć grafik razem. Chętnie przyjmę też wycenę utworzenia bardzo prostej animacji wróbelka z lekkim ruchem, pochyleniem, nic specjalnego - wizja do dopracowania.
Zdjęcie poglądowe - lewa górna grafika określa mniej więcej teksturę i sposób kolorowania, prawa dolna grafika styl.
Dziękuję.
Szukam freelancera, który BEZ UŻYCIA AI zaprojektuje mi 3-5 grafik w stylu flat design, obowiązkowo wektorowych (najlepiej Illustrator).
Grafika to głównie ptaszek, wróbelek w określonych kolorach z teksturą w różnych pozach oraz jedna grafika kobiety o określonych cechach wyglądu z tym wróbelkiem na ramieniu - taki jest wstępny zamysł.
Proszę o finalną ofertę wykonania trzech takich prac, w opisie można podać kwotę za jedną grafikę oraz za pięć grafik razem. Chętnie przyjmę też wycenę utworzenia bardzo prostej animacji wróbelka z lekkim ruchem, pochyleniem, nic specjalnego - wizja do dopracowania.
Zdjęcie poglądowe - lewa górna grafika określa mniej więcej teksturę i sposób kolorowania, prawa dolna grafika styl.
Dziękuję.",
pewu_dev,PHP / WordPress dev do projektu portalu ogłoszeniowego,"Poszukuję do współpracy programisty PHP ze znajomością WordPressa, WooCommerce oraz Elementora. Projekt dotyczy portalu z ogłoszeniami motoryzacyjnymi, budowanego jako MVP. Część funkcjonalności została już wdrożona na bazie wtyczki Motors, a...",Do negocjacji,Aplikacje webowe,13,Znika za 30 dni,"https://useme.com/pl/jobs/php-wordpress-dev-do-projektu-portalu-ogoszeniowego,115583/",https://useme-prod-public.s3.amazonaws.com/avatars/045/482545.png,pewu_dev_d04da18a4c76a537422063b582e5e832.png,"Poszukuję do współpracy programisty PHP ze znajomością WordPressa, WooCommerce oraz Elementora. Projekt dotyczy portalu z ogłoszeniami motoryzacyjnymi, budowanego jako MVP. Część funkcjonalności została już wdrożona na bazie wtyczki Motors, a obecnie potrzebuję wsparcia w kontynuacji prac.
Zakres zadań obejmuje m.in.:
- wprowadzanie zmian w istniejących widokach portalu,
- wdrażanie nowych widoków i procesów na podstawie projektu w Figma.
Najbliższe planowane zadania:
- dostosowanie stylowania strony pojedynczego ogłoszenia do projektu z Figmy,
- dopracowanie stylu panelu klienta,
- przebudowa procesu dodawania ogłoszenia.
Wymagania:
- bardzo dobra znajomość PHP, HTML, CSS (w tym SCSS), JavaScript,
- doświadczenie w rozwoju motywów i tworzeniu dedykowanych wtyczek do WordPressa,
- praktyczna znajomość działania WooCommerce,
- umiejętność tworzenia dedykowanych widgetów w Elementorze,
- znajomość Gita i pracy na repozytorium,
- umiejętność pracy w środowisku developerskim opartym o Dockera (lub alternatywnie możliwość odtworzenia środowiska we własnym zakresie).
Forma współpracy:
- interesują mnie oferty freelancerów,
- proszę o przesłanie:
  - stawki godzinowej brutto,
  - liczby dostępnych godzin w bieżącym miesiącu,
  - krótkiego portfolio lub przykładów projektów, które potwierdzają kompetencje.
Jeśli masz doświadczenie w podobnych realizacjach i jesteś dostępny do współpracy — zapraszam do kontaktu!
Poszukuję do współpracy programisty PHP ze znajomością WordPressa, WooCommerce oraz Elementora. Projekt dotyczy portalu z ogłoszeniami motoryzacyjnymi, budowanego jako MVP. Część funkcjonalności została już wdrożona na bazie wtyczki Motors, a obecnie potrzebuję wsparcia w kontynuacji prac.
Zakres zadań obejmuje m.in.:
- wprowadzanie zmian w istniejących widokach portalu,
- wdrażanie nowych widoków i procesów na podstawie projektu w Figma.
Najbliższe planowane zadania:
- dostosowanie stylowania strony pojedynczego ogłoszenia do projektu z Figmy,
- dopracowanie stylu panelu klienta,
- przebudowa procesu dodawania ogłoszenia.
Wymagania:
- bardzo dobra znajomość PHP, HTML, CSS (w tym SCSS), JavaScript,
- doświadczenie w rozwoju motywów i tworzeniu dedykowanych wtyczek do WordPressa,
- praktyczna znajomość działania WooCommerce,
- umiejętność tworzenia dedykowanych widgetów w Elementorze,
- znajomość Gita i pracy na repozytorium,
- umiejętność pracy w środowisku developerskim opartym o Dockera (lub alternatywnie możliwość odtworzenia środowiska we własnym zakresie).
Forma współpracy:
- interesują mnie oferty freelancerów,
- proszę o przesłanie:
- stawki godzinowej brutto,
- liczby dostępnych godzin w bieżącym miesiącu,
- krótkiego portfolio lub przykładów projektów, które potwierdzają kompetencje.
Jeśli masz doświadczenie w podobnych realizacjach i jesteś dostępny do współpracy — zapraszam do kontaktu!",
Wiktor,Wykonanie połączenia n8n z shoperem - HTTP Request po API,"Zlece wykonanie node w n8n jaki po API z shoperem wrzuci:

Potrzebuje:

    Tytuł wpisu
    Autor
    Data
    Strona główna: tak/nie
    Aktywność: tak/nie
    Kategoria (wraz z id)
    Wczytaj zdjęcie wpisu
    Skrócona treść wpisu...",Do negocjacji,Projekty IT,10,Znika za 30 dni,"https://useme.com/pl/jobs/wykonanie-poaczenia-n8n-z-shoperem-http-request-po-api,115582/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Zlece wykonanie node w n8n jaki po API z shoperem wrzuci:
Potrzebuje:
    Tytuł wpisu
    Autor
    Data
    Strona główna: tak/nie
    Aktywność: tak/nie
    Kategoria (wraz z id)
    Wczytaj zdjęcie wpisu
    Skrócona treść wpisu (jako kod źródłowy)
    Treść wpisu (jako kod źródłowy)
    Tytuł strony
    META Description
    META Keywords
    własny adres URL
Zlece wykonanie node w n8n jaki po API z shoperem wrzuci:
Potrzebuje:
Tytuł wpisu
Autor
Data
Strona główna: tak/nie
Aktywność: tak/nie
Kategoria (wraz z id)
Wczytaj zdjęcie wpisu
Skrócona treść wpisu (jako kod źródłowy)
Treść wpisu (jako kod źródłowy)
Tytuł strony
META Description
META Keywords
własny adres URL",
JJ,Animowana reklama,"Zlecę stworzenie animacji reklamowej gry terenowej (escape room na świeżym powietrzu) do wykorzystania w social mediach. 
Nie posiadam jeszcze gotowego scenariusza. W animacji chciałbym ukazać człekopodobne szczury prowadzące śledztwo na ulicach miasta.",Do negocjacji,Animacja,4,Znika za 30 dni,"https://useme.com/pl/jobs/animowana-reklama,115578/",https://useme-prod-public.s3.amazonaws.com/avatars/008/482508.png,JJ_5e13ea6055ae9fdd0c5ab789e52b9daa.png,"Zlecę stworzenie animacji reklamowej gry terenowej (escape room na świeżym powietrzu) do wykorzystania w social mediach. 
Nie posiadam jeszcze gotowego scenariusza. W animacji chciałbym ukazać człekopodobne szczury prowadzące śledztwo na ulicach miasta.
Zlecę stworzenie animacji reklamowej gry terenowej (escape room na świeżym powietrzu) do wykorzystania w social mediach.
Nie posiadam jeszcze gotowego scenariusza. W animacji chciałbym ukazać człekopodobne szczury prowadzące śledztwo na ulicach miasta.",
Agnieszka,Pomoc w prowadzeniu social media,"Poszukuję osoby do pomocy w prowadzeniu fanpage:
 - dodawanie postów/ rolek na social media z opisami do gotowych grafik, materiałów video,
- zarządzanie harmonogramem publikacji, 
- odpowiadanie na komentarze 300-600 miesięcznie,
- pisanie...",Do negocjacji,Wirtualna asystentura,22,Znika za 30 dni,"https://useme.com/pl/jobs/pomoc-w-prowadzeniu-social-media,115577/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Poszukuję osoby do pomocy w prowadzeniu fanpage:
 - dodawanie postów/ rolek na social media z opisami do gotowych grafik, materiałów video,
- zarządzanie harmonogramem publikacji, 
- odpowiadanie na komentarze 300-600 miesięcznie,
- pisanie artykułów na bloga - około 4-5 na miesiąc.
Temat kulinaria/ dieta. Platformy Youtube, Instagram, Facebook, Tiktok, Wordpress.
Poszukuję osoby do pomocy w prowadzeniu fanpage:
- dodawanie postów/ rolek na social media z opisami do gotowych grafik, materiałów video,
- zarządzanie harmonogramem publikacji,
- odpowiadanie na komentarze 300-600 miesięcznie,
- pisanie artykułów na bloga - około 4-5 na miesiąc.
Temat kulinaria/ dieta. Platformy Youtube, Instagram, Facebook, Tiktok, Wordpress.",
🌱eJustyna,Ilustrator,"Ilustrator do książki edukacyjnej dla dzieci

Tytuł zlecenia: Szukam ilustratora do kreatywnego słownika edukacyjnego dla dzieci

Opis:
Szukam ilustratora z wyczuciem stylu dziecięcego i poczuciem humoru do stworzenia ilustracji do książki...",Do negocjacji,Fotografia,15,Znika za 30 dni,"https://useme.com/pl/jobs/ilustrator,115572/",https://useme-prod-public.s3.amazonaws.com/avatars/091/436791_WXeBthM.png,_eJustyna_b0cb66c775e744461f04b410ec0694b5.png,"Ilustrator do książki edukacyjnej dla dzieci
Tytuł zlecenia: Szukam ilustratora do kreatywnego słownika edukacyjnego dla dzieci
Opis:
Szukam ilustratora z wyczuciem stylu dziecięcego i poczuciem humoru do stworzenia ilustracji do książki edukacyjnej dla dzieci w wieku 6–10 lat. Projekt to „Słownik na opak” — kreatywna nauka angielskiego poprzez nietypowe skojarzenia, żarty i wizualne absurdy. Chciałabym porowadzix̌ i opublikować książkę w Notion. 
Zakres prac:
Ilustracje do 40–60 haseł (np. „apple” jako jabłko-generał, „dog” jako pies detektyw)
Styl kolorowy, prosty, ale oryginalny (nie typowy clipart)
Format dostosowany do e-booka i druku (PDF / A4)
Możliwość współpracy przy kolejnych częściach
Ilustrator do książki edukacyjnej dla dzieci
Tytuł zlecenia: Szukam ilustratora do kreatywnego słownika edukacyjnego dla dzieci
Opis:
Szukam ilustratora z wyczuciem stylu dziecięcego i poczuciem humoru do stworzenia ilustracji do książki edukacyjnej dla dzieci w wieku 6–10 lat. Projekt to „Słownik na opak” — kreatywna nauka angielskiego poprzez nietypowe skojarzenia, żarty i wizualne absurdy. Chciałabym porowadzix̌ i opublikować książkę w Notion.
Zakres prac:
Ilustracje do 40–60 haseł (np. „apple” jako jabłko-generał, „dog” jako pies detektyw)
Styl kolorowy, prosty, ale oryginalny (nie typowy clipart)
Format dostosowany do e-booka i druku (PDF / A4)
Możliwość współpracy przy kolejnych częściach",
🌱eJustyna,Grafik,"Montaż grafik + przygotowanie do social mediów

Tytuł zlecenia: Poszukuję grafika do montażu ilustracji edukacyjnych i przygotowania ich pod social media

Opis:
Szukam osoby do obróbki i przygotowania grafik (ilustracji do e-booka edukacyjnego...",Do negocjacji,Fotografia,16,Znika za 30 dni,"https://useme.com/pl/jobs/grafik,115573/",https://useme-prod-public.s3.amazonaws.com/avatars/091/436791_WXeBthM.png,_eJustyna_b0cb66c775e744461f04b410ec0694b5.png,"Montaż grafik + przygotowanie do social mediów
Tytuł zlecenia: Poszukuję grafika do montażu ilustracji edukacyjnych i przygotowania ich pod social media
Opis:
Szukam osoby do obróbki i przygotowania grafik (ilustracji do e-booka edukacyjnego dla dzieci pt. „Słownik na opak”) pod kątem promocji w social mediach.
Zakres prac:
Skład ilustracji + tekst (hasło + opis/rym) w formaty do:
Instagram (posty + stories)
Facebook
Pinterest
YouTube Shorts miniatury (opcjonalnie)
Estetyczne, spójne formatowanie – czysto, kolorowo, dziecięcy styl
Pakiet startowy: ok. 15–20 grafik
Montaż grafik + przygotowanie do social mediów
Tytuł zlecenia: Poszukuję grafika do montażu ilustracji edukacyjnych i przygotowania ich pod social media
Opis:
Szukam osoby do obróbki i przygotowania grafik (ilustracji do e-booka edukacyjnego dla dzieci pt. „Słownik na opak”) pod kątem promocji w social mediach.
Zakres prac:
Skład ilustracji + tekst (hasło + opis/rym) w formaty do:
Instagram (posty + stories)
Facebook
Pinterest
YouTube Shorts miniatury (opcjonalnie)
Estetyczne, spójne formatowanie – czysto, kolorowo, dziecięcy styl
Pakiet startowy: ok. 15–20 grafik",
Daria1991,Kampania reklamowa na facebooku,"Zajmuje się makijażem permanentnym, chciałabym zlecić prowadzenie kampanii reklamowej","500,00 PLN",Kampanie reklamowe,15,Znika za 30 dni,"https://useme.com/pl/jobs/kampania-reklamowa-na-facebooku,115571/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Zajmuje się makijażem permanentnym, chciałabym zlecić prowadzenie kampanii reklamowej
Zajmuje się makijażem permanentnym, chciałabym zlecić prowadzenie kampanii reklamowej",
